row,tid,title,artist
1264,TROXTZO128F4285A25,Silence,Sarah McLachlan
16107,TROLQNK128F92E74CC,Wicked Twisted Road,Reckless Kelly
29878,TRFVJKZ128F9307C93,Be Free,Belinda
38026,TRZNKYC128EF35FA2E,No Conclusion,of Montreal
32923,TREUEFP128F42BA475,You Can't Always Get What You Want,The Rolling Stones
46119,TRVBVGF128F4226628,Citizen,iLiKETRAiNS
35568,TRPZAYN128F145908E,The Birds,Peter Hammill
46443,TRVPZCR128F9330262,Close the World,Violet Indiana
32640,TREZRYL128F426700B,The Downeaster "Alexa",Billy Joel
46247,TRVFWRM128F425C1BB,December,The Last Dance
31034,TRDWIRV128F429CBD7,Whatever It Takes,Lifehouse
36953,TRWPFIX128F42733F6,Beautiful World,Rage Against the Machine
34211,TRLTQOX128E078D9A1,Turnedo,Iván Ferreiro
33396,TRLMKAV128F424345B,Too Drunk To Dream,The Magnetic Fields
8088,TRJYPKG128F4270B06,Where Will You Go,Babyface
43247,TRQMYAM128F427893A,Nobody's Diary,Yazoo
10822,TRIZKPT128F92FFA17,Broadway,Sébastien Tellier
30799,TRDFWBG128F93065E5,He's in Town,The Rockin' Berries
26429,TRNWPQQ128F9332474,Debris,The Gathering
44174,TRQUFLN128E078B4E1,Blue,VAST
39770,TRGWDZJ128F14782F6,Jolene,Ray LaMontagne
39063,TRGODIK128F4271CA7,Cry Just A Little,Avantasia
177,TRCEEJJ128F145E9B5,Reject,Stroke 9
29921,TRFVGLG128F4266309,Stack A Lee,Bob Dylan
10917,TRITREJ128F4235A05,Days of Rum,Marissa Nadler
11561,TRHXJYW128F92F9CC0,Arabian Nights,Karunesh
28845,TRFRWBS128F92F6DF0,Al Vacío,No te va Gustar
33956,TRLPMPI128F42ACB65,Vento No Litoral,Legião Urbana
10204,TRINCKO128F428013C,Please Don't Tell Me How the Story Ends,Kris Kristofferson
26801,TRNUPNT128F9302A10,Goodnight Goodnight,Maroon 5
9520,TRIJGHL128F9351108,Running Hard,Renaissance
42830,TRKQZPD128F422F517,Admiral,King Creosote
20552,TRYMDXC128F425ABF9,Heaven Forbid,The Fray
33912,TRLLSXT128F930682B,Marinate,Addison Groove Project
15765,TRONWID128F9358A96,The End,Pearl Jam
30265,TRDOHRC128F42468B1,The Wedding Toccata Theme,Modeselektor
44329,TRUJNZX12903CF3B0A,I Heard of a Girl,Miss Li
32984,TREVLRW128E0789A07,Let Me Go,3 Doors Down
43373,TRQYBLR128F92FA10F,I Would Never,The Blue Nile
35052,TRPBJWJ128F428CDD7,Time As Abjection,Buried Inside
30920,TRDLHLQ128F92CC8B5,These Low Lands,Swallow The Sun
44199,TRQUVMP128F14675B5,It's Different For Girls,Joe Jackson
34431,TRLVEGQ12903D0BCA0,Svet Tuge,Negativ
23739,TRBIURK128F92E2309,I'd Be an Angel,Randy Crawford
36893,TRWLBLZ12903CE895E,These Exiled Years,Flogging Molly
