row,tid,title,artist
33386,TRLMPIE128F42BA126,The Shortest Straw,Metallica
4536,TRTGLMR128F429B029,Cosmonaut,At The Drive-In
22842,TRAETAX128F14910FF,Oualalaradime,Zebda
34042,TRLWWSL128EF3473DB,Dragon Lady,Eric Burdon
31786,TREXKZX128F148B429,Unfulfilled,Quicksand
39498,TRGFNLX128F147CBEF,Battery,Metallica
31233,TRDTRDU128F93257E5,Not Ready To Die,Demon Hunter
34592,TRPIWEE128F934B036,Perverse Suffering,Cannibal Corpse
20392,TRYHPNH128F425E8DD,Fallen,30 Seconds To Mars
26980,TRSJQUJ128F934EE7A,What's Going On,Senser
32045,TREAXSJ128F14AE747,Snap Your Fingers, Snap Your Neck,Demon Hunter
14040,TRXSIAN128F92F1B22,Violent Society,The Oppressed
22290,TRARREF128F422FD96,Halloween,Dead Kennedys
34840,TRPMDAQ128F4251285,Våld,Skitsystem
26647,TRNTKIG128F42AD042,Ruin,Lamb of God
30424,TRDRTNQ128F93313A3,Ride the Lightning,Metallica
43680,TRQDTQL128F42633EF,Such A Fool,22-20s
40126,TRGUEBY128F42873F0,Young Blood Spills Tonight,Eyes Set To Kill
33035,TRLCFIM128F145ACE5,Five Magics,Megadeth
26605,TRNTYOD12903C9AD0B,Deliverance,Gojira
8945,TRJZLTA12903CCBC05,Don't Bring Me Down,Eric Burdon
35707,TRPTGAR128F421B4D4,Torn,Annihilator
562,TRIXAHH12903CE0451,Amoeba,Adolescents
39678,TRGLPEE128F931ED54,You Could Easily Have Me,Metronomy
521,TRICFLJ128F9305F3F,Shake Ya Ass,Mystikal
10977,TRIKHDC128F425378E,Deep inside,Graveworm
40099,TRGUJRG128E079290A,The Day Seattle Died,COLD
37116,TRWGZMA128F930C29F,The Ritual,Destruction
28867,TRFYIGG128F148D102,Feel So Numb,Rob Zombie
15653,TROBCLG128F423BDEB,Hearts of Darkness,Cavalera Conspiracy
9551,TRIIOQX128F9320BB4,A Fallen Star,Norther
2611,TRNPVFM128F9329792,Insomnia,Spetsnaz
34111,TRLGXRZ128F425B6F9,Key is a Fact That a Cat Brings,Melt-Banana
40079,TRGQZGF128F934D52F,Legion,Agonoize
42130,TRKAZRI128F931FF5A,Cotopaxi,The Mars Volta
12026,TRHBRJQ128F422642B,Hellfire,1349
23079,TRAZJLW128F9320B65,The Bleeding,Five Finger Death Punch
22658,TRASKCA128F42BA122,Eye Of The Beholder,Metallica
664,TRIEOGG128F9329791,Femme Fatale,Spetsnaz
42515,TRKPLJU128F4289BCD,Hi-Skies,The Morning After Girls
25408,TRNIMCC128EF3680B8,Devil Cock,Revolting Cocks
30308,TRDOQMQ128F934B96C,Tread On The Necks Of Kings,The Red Chord
9903,TRIMVKQ128F421F3E3,Mercy Is No Virtue,Heathen
46489,TRVWWER12903CDF68B,Summoning Redemption,Morbid Angel
13861,TRXABAH128F933136B,The Four Horsemen,Metallica
44870,TRUSBBB128F4260BA3,21 Days,Dave Gahan
30255,TRDXUEZ128F42663FC,ObZen,Meshuggah
38365,TRZPVQS128F147CBC1,Motorbreath,Metallica
36223,TRWOOHX128EF356B4F,Defeat U,Soulfly
21685,TRYUCNJ128F92F1B30,Ultra Violence,The Oppressed
11137,TRIUYFR128F425369B,The exquisite machinery of torture,Meshuggah
17362,TRMAXUU128F4250228,The Pittsburgh Syndrome,Soilwork
12510,TRHLBNO12903CDF962,Immortal Life,Bonded By Blood
