row,tid,title,artist
44025,TRQTFRI128F146E0E5,Hotel Expressionism,The Streets
38519,TRZGWUP128F4261A6F,Double Pump,Girl Talk
24389,TRBSBCX128F92DEF11,I Am Not a Robot,Marina & The Diamonds
35740,TRPKBQW128F426FFFC,Robot,The Futureheads
26107,TRNFLRP128F427F119,Time for Heroes,The Libertines
9934,TRIRYEF12903D061CD,Two Tribes,Frankie Goes To Hollywood
26236,TRNENHL128F424EF18,Movie Star,Róisín Murphy
35952,TRWCXQI128F421873E,Free and Easy (Down the Road I Go),Dierks Bentley
25830,TRNYVPW128F92FD8B0,Carry On,Crosby, Stills, Nash & Young
2847,TRSGGIX128E0789D57,Robinson Crusoe,The Redwalls
17357,TRMAJOR128F92F990D,Drumming Song,Florence + The Machine
15375,TROOLGI12903CE4C63,Cotton Candy,The Brunettes
10189,TRIBGEV128F9314FD9,Womanizer,Britney Spears
2597,TRNEPSF128E0785E21,Tribulations,LCD Soundsystem
16048,TROLJLW12903CC229D,Ballroom Blitz,Sweet
45169,TRUWPMO128F92F89DC,I Feel Better,Hot Chip
34928,TRPYMWL12903CD9BF2,Austere,The Joy Formidable
24542,TRBDPHB128F92C919B,One Piece At A Time,Johnny Cash
7860,TRJODZY128F93251EC,If This Is Love,The Saturdays
34326,TRLQUAD128F4292444,Mama Don't Get Dressed Up For Nothing,Brooks & Dunn
28932,TRFAHUU128F92F383F,Get Me Bodied,Beyoncé
18866,TRROYIC128F9321782,Working Title,The Besties
13027,TRHQAGL128F9349DAD,Up All Night,French Horn Rebellion
29397,TRFPOEN12903CFA6C4,Can't Stop The Killer,Emery
39672,TRGLLHS12903CE31C4,I'll House You,Jungle Brothers
25634,TRNMCVP128F93365DC,Dear Sergio:,Bandits of the Acoustic Revolution
37201,TRWKXMJ128F42698B6,Draw the Line,Aerosmith
7352,TRCUZFH128F4278239,Make It Happen,Mariah Carey
9004,TRJGLAT128F92D06F1,Giddy Stratospheres,The Long Blondes
26635,TRNTWUN128F9307D43,Squeaking Wheels And White Lights,This Providence
4974,TRUHAFQ128F93252E0,Rotation,DJ Marky & XRS
17978,TRMWMHV128F4239383,A Wolf In Sheep's Clothing,This Providence
37067,TRWZWWZ12903CA22D9,One Life Stand,Hot Chip
28215,TRSQDUA128F92FA7E0,It's A New Day,will.i.am
31842,TREOKLB128F4233FD9,Anne's Song,Faith No More
29366,TRFLLCD128F426C8AD,Dr. Feelgood,Mötley Crüe
21665,TRYQZPC128F93176AD,Rock Is Dead,Marilyn Manson
36912,TRWLZCJ128F1480B5C,Why?,Bronski Beat
29671,TRFTWJX128E078A75B,Lies,Alphaville
44438,TRUHDZR12903CC504E,$300,Soul Coughing
44017,TRQTBBE128F42B998F,Forever Growing Centipedes,The Faint
19554,TRRLNVT128F428D733,Snowflake,Jim Reeves
8918,TRJZBAQ128F14A8855,Trouble,Shampoo
3367,TREDSAY128F4265DAE,Will It Go Round In Circles,Billy Preston
12215,TRHSGXW12903CE895F,Drunken Lullabies,Flogging Molly
18599,TRRJYVF128F424333D,Baby Loves You,Enuff Z'Nuff
31485,TRDVDZS12903CE108E,Percussion Gun,White Rabbits
33203,TRLHSUW128F4279589,Mantra,Plump DJs
22227,TRAMYBK128F932DDAD,Dust Devil,Madness
41384,TRTKJLY128E07915C1,Mulder And Scully,Catatonia
11656,TRHOIVI128F934ED84,Between the Devil and the Deep Blue Sea,Lavay Smith & Her Red Hot Skillet Lickers
5985,TRCRWTI128F4235AF4,No Sleep Tonight,The Faders
38095,TRZFJTI128EF34DA08,Habibi Min Zaman,Balkan Beat Box
24178,TRBANUE128F932C53F,The Chasers,The Blood Arm
16333,TROGONS128F14AE255,Queen Of Apology,The Sounds
1559,TRMDXWM128F9348F46,Queen Obscene / 69 Shots,CRASHDÏET
35713,TRPTVTR128F93450C6,Beautiful, Dirty, Rich,Lady Gaga
20067,TRRUTHC128F93269F3,Song for Myla Goldberg,The Decemberists
17670,TRMFKFU128F148803F,Congratulations,Phoenix
28289,TRSUZIC128F932A3F7,Head Home,Midlake
10798,TRIZDCJ128F14998F7,Fever Fever,Melody Club
19304,TRRSADO128F426DD4C,Holiday,Happy Mondays
30390,TRDRRDQ128F9309C44,Never Give Up,mc chris
15547,TROYAMI128F92E0AF3,The Nest,Sons and Daughters
5989,TRCRGDV128F4292357,Truck,The Octopus Project
25490,TRNHPZM128F4284B7E,You Set the Scene,Love
13697,TRXMTST12903CCD9E1,Te Dejo Madrid,Shakira
43319,TRQREEM128F427EFB3,The Perfect Crime #2,The Decemberists
38705,TRZUNJF128F92F8F30,G-Song,Supergrass
2460,TRBTOMC128E0792F35,18 Til I Die,Bryan Adams
9706,TRIXNQM128F9365AD2,Metal Skin,Thermostatic
4394,TRTCBDX128F93298D8,Kindred,Spetsnaz
31873,TREMREZ128F426E2E2,I Look, I see,Yusuf Islam
44001,TRQGVDV128F4275567,UnTrue,Coal Chamber
24213,TRBAUVN128F932FEF8,Oops!...I Did It Again,Britney Spears
30726,TRDSPVW128F934C179,Kontroll på kontinentet,Kaizers Orchestra
15231,TROHBLC128F429D975,Rattlesnakes,Lloyd Cole And The Commotions
1736,TRRABDT128F42616F9,Illusion,Benassi Bros.
21186,TRYLNYR128F1480AD4,You You You,Alvin Stardust
3431,TREQQTW128F92DC5DE,Eight Second Ride,Jake Owen
28677,TRFOICQ128F93138AA,Some People,Belouis Some
8108,TRJYUQF128F4295BE9,Justify,The Red Jumpsuit Apparatus
36537,TRWBRHA128E07914E2,Think About You,Guns N' Roses
5171,TRVXIUT128F42681D5,I'll Supply The Love,Toto
25171,TRBUSNV128F9340DD2,5150,Van Halen
2045,TRYKAKJ128F4262398,Summer Jam 2003,The Underdog Project
27976,TRSZZJW128F92C7018,Suspended In Gaffa,Ra Ra Riot
1984,TRYDUAU128F429825B,Headlong,Queen
34608,TRPIUVZ128F14559DD,Is There Something I Should Know,Duran Duran
37287,TRWUCZZ12903CF68DD,Memory Lane,H2O
46684,TRVKLGW12903CB4523,Aeroplane Blues,The Black Keys
42315,TRKFDKG128F92EAFBA,Lovable,Sam Cooke
3970,TRWZIVS128F14A35C0,Push wood,Dr. Ring-Ding & The Senior Allstars
239,TRCTTKH128F4271BAE,Drive,El-P
45023,TRUESFU12903CC20C9,Oh Yeah,The Subways
3345,TRENHTF128F92EABB3,Like This,Kelly Rowland
17490,TRMNXRG128F423F02A,Broken Face,Pixies
30470,TRDYSKW128F145852A,The Promise Of A New Day,Paula Abdul
16652,TROVCPH128F1489186,I Told You So,Keith Urban
23189,TRAGKBW128F427D39F,Boring Fountain,Someone Still Loves You Boris Yeltsin
