row,tid,title,artist
21427,TRYGMIE128F4228EDC,Witchi-Tai-To,Jan Garbarek
23861,TRBXPAP128F93253D9,Aftermath #02,Aes Dana
24647,TRBLOUO128E0786428,Landing,Moby
29088,TRFNUPI128F42222BA,Smooth Vegas,Soul Ballet
23844,TRBXASJ128F9349C7C,Come Together,Marcus Miller
197,TRCWCOR12903CA4258,The Man From Nazareth,Narnia
21036,TRYDHQA128F931C28D,Beyond,Mr. Scruff
15973,TROECBP128F4276F7C,Harlequin,Weather Report
26748,TRNQEYR128F147E93D,Dammi Fuoco (Light My Fire),Montefiori Cocktail
2167,TRABHPA12903CEC222,Caravan,Duke Ellington
20350,TRYHIUK12903CD22D7,All Through the Night,Emancipator
39305,TRGBIOW128F92FC542,Spirit of Water,Dean Evenson
28937,TRFAXGO128F9331277,TELL ME DO U WANNA,Ginuwine
36027,TRWJNZM128F1468840,Equal Rights,Peter Tosh
6122,TRCAOKN128E0793497,Half The World Away,Oasis
30403,TRDRFVV128E0781AE1,100,000 Miles,Spearhead
12011,TRHBIOR128F931CD9A,Consciousness,Photek
1649,TRMVLBW128F4299DE9,No One Else,Natalie Walker
24374,TRBSMBX128F9319AC3,1000 Eyes,Alec Empire
20231,TRYJAQJ128F424CE57,Opus 7,Devics
20291,TRYIRZP128F146595A,The Night,Miguel Migs
46614,TRVTJJE12903CD43DF,Ribbon On a Branch,Younger Brother
9899,TRIMQJX128F92FABD4,I Recall A Gypsy Woman,Don Williams
19098,TRRAIRR128F421CC01,High and Dry,Jamie Cullum
10329,TRISQZE128F92FAC35,Slayer,Giant Drag
45134,TRUPQPE128C7196472,Pimp Juice,Nelly
11671,TRHOMSP128F4260431,Roofless,Avril
39233,TRGYTJZ128F932B6BA,Spirited,Laura Gibson
22742,TRADMYT128F930BF13,Standing By My Side,Musetta
41689,TRKICFX128F42975BD,Natural Mystic,Black Uhuru
37351,TRWUUPQ12903CE420F,Flip-book Oscilloscope,Turing Machine
17155,TRMMRCO128F42705EB,Subnubus,Mouse on Mars
4823,TRQNOSZ128F9354E2A,Ramiro's Theme,Buscemi
13050,TRHQPGW128C7196586,Glistening Glyndebourne,John Martyn
23219,TRATBLI128F92F78F8,St. Patrick's Day,John Mayer
2360,TRBRHDC12903CDECD6,Subtle Body,These Arms Are Snakes
6719,TRCLVPW128F92F1ED1,Warm Bed,Jamie Foxx
12464,TRHEQDQ128F42B29EC,Cleo,Fragile State
41570,TRTVAKT128F4273756,Koto Song,Dave Brubeck
14186,TRXDIJJ128E0788BC8,Garbo Goodbye,De-Phazz
5200,TRVRVFP128F92FEB61,Across The Sea,Dan Siegel
31400,TRDUILH128F93323B3,Peace,Tutto Matto
11549,TRHHKVQ128F423C322,March Of The Celts,Enya
2750,TRSYBBS12903C9F413,Sunset shore,Labyrinth
42383,TRKDVGS12903CDFD56,New Life,M-Sphere
41009,TRTEHOI128E07842B9,Bridge Over Troubled Water,Russell Watson
