row,tid,title,artist
5814,TRCOZBQ12903CA3669,Peggy Sue,Buddy Holly
39708,TRGPOFO128F4264F8F,Walking In Rhythm,The Blackbyrds
1107,TRXSTAC12903CEAF79,Black and Blue,Tilly and the Wall
23708,TRBIFFV128F930DE98,Ride A White Swan,T. Rex
4116,TRZEIXS128F425CE00,Lou Reed,The Little Willies
10540,TRIEVXY128F1492442,Where'd You Go?,The Mighty Mighty Bosstones
32934,TREUWNS128F9341EDB,Magic's Wand,Whodini
10476,TRIEJCM128F92DF37A,Never Ending Summer,311
7367,TRCUUMG128F4298705,Bad Town,Operation Ivy
8506,TRJDIHY12903CB2600,Rags To Riches,Tony Bennett
11074,TRIQDYV12903CBD7D1,Keeps Gettin' Better,Christina Aguilera
32069,TREADNX128F1455EC9,England Swings,Roger Miller
19693,TRRWTEE128F933771E,That's Youth,Anti-Flag
22262,TRAMKOW128F428569F,Time Sick Son of a Grizzly Bear,The Mother Hips
17345,TRMYKZM128F4265F61,Come On Eileen,Save Ferris
24244,TRBBNTI128F42818E8,Dance With Me,Adam Green
14847,TRXQFSM128F14A401B,Tiger Is Not a Bird,Timid Tiger
31001,TRDPELC128F92CFE45,I Like It,DeBarge
22668,TRAFJDB128F932EB99,Blossom (Got To Get It Out),Komeda
120,TRCNOIP128F423D10C,What I Could Stand For,Mates of State
960,TRHTLON128F93047FC,Power Of Love,Joe Simon
24432,TRBFJMF12903CE102F,Direct Me To A Remedy,All Good Funk Alliance
22699,TRAFSFT12903CC69CA,Everytime I Hear Your Name,Cascada
6332,TRCNGIU128F14825E8,Rookie Of The Year,Funeral for a Friend
16216,TROWNYZ128F933C162,Flashback,Calvin Harris
19225,TRRNXBQ128F427651A,Magic Powder,Minitel Rose
2530,TRNMPEJ128E0781064,Fools,Rachel Stevens
809,TRHXBUQ12903CB3221,Sly Detector,Pig & Dan
14903,TRXUBFT128E0793448,Lyla,Oasis
46824,TRVVUYK128F4253E22,Die Sonne scheint,Die Apokalyptischen Reiter
2231,TRALWMD128F92DA46A,On My Own Again,Bishi
23794,TRBHPOJ128F92F37BB,Open Your Eyes,Eric Roberson
15449,TROMGZB128F4234DFB,Guns Of Navarone,The Skatalites
23051,TRAWZHY128F932C2AF,Chores,Animal Collective
41592,TRTVLCE128F92C4794,The Beat Goes On,Britney Spears
45073,TRULFFO128F92F961C,The Blacksmith,Steeleye Span
20004,TRRQQYY128F933D800,Just One Look,Doris Troy
2636,TRNZQSH128F42BCA82,Doin' The Do,Betty Boo
22607,TRASHSN12903CA9E34,Wait Til You See My Smile,Alicia Keys
26960,TRSJSMJ128F42ACBC1,No No Song,Ringo Starr
41211,TRTWKAN128F425AEEF,Hero/Heroine,Boys Like Girls
16437,TROTUWT128F93234B9,Sexy In Latin,Little Man Tate
33850,TRLEBYU128F42733C3,Too Hot To Handle,Heatwave
19527,TRREKCT12903D056A8,Call My Name,Charlotte Church
23040,TRAWLRI128E078F99B,You Can't Hurry Love,The Supremes
2252,TRAZJOI128F427F7E3,Don't Wake Us Up,Sugarplum Fairy
28006,TRSGHNH128F92FF23A,Girl/Boy Song,Aphex Twin
8771,TRJPAYT128F933B284,Something About You,Level 42
43470,TRQBZOZ128F424A2EB,Tricka Technology,A.Skillz & Krafty Kuts
26261,TRNEZQS128F42BA8C3,Discover a Lovelier You,Pernice Brothers
30892,TRDEZDW128E078A857,Con una rosa,Vinicio Capossela
6849,TRCWFZY128F428BCEB,Rock'n'Roll Razorblade,Hanson
36066,TRWIHRA128F148C232,Silver Lining,Beulah
36117,TRWIVCN128F932DF9A,Always Love,Nada Surf
38531,TRZGVIQ128F92DF874,303,P-Nuckle
40030,TRGKVAH12903D0916B,You,Gold Panda
418,TRJEWAE12903CAF8AD,Make That Move,Shalamar
21108,TRYEXDH128F423A724,Right As Rain,Adele
19991,TRRQLWP128F9348D72,El Eco De Tu Voz,Playa Limbo
45623,TRVCVYE128F92FB935,Sunday With A Flu,Yodelice
31210,TRDGKGV128F428E636,Whole Wide World,Wreckless Eric
16883,TRMIMLC128F93308E2,Dandy,Herman's Hermits
28957,TRFAPNK128F428DC17,It's Only A Paper Moon,Nat King Cole
24971,TRBTRTH128F4281AAD,Handle With Care,Jenny Lewis with The Watson Twins
31121,TRDZSAT128E0782D9E,Tequila (Mint Royale Shot),Terrorvision
40518,TRTMJZV12903CC90E0,Celebrate Our Love,Alice DeeJay
42535,TRKWJWN128F428ADAB,Love Will Find a Way,Christina Aguilera
45477,TRUURJG128F1462201,Factory,The Vines
21285,TRYWCME128F4271148,Mississippi kan vänta,Håkan Hellström
8271,TRJNXVK128F934BE00,Second Song,Hari and Aino
12765,TRHZZBS128F92E8DC3,No Boundaries,Kris Allen
8615,TRJEBSV128F92D2D47,Civic Transit,Keenhouse
12105,TRHNYUW128F1486499,Whistle For The Choir,The Fratellis
24091,TRBYYZY12903CA81B6,Sick Muse,Metric
31173,TRDGOUH12903CEA5AC,New Virginia Creeper,Old Crow Medicine Show
21913,TRAJSUU128F1492472,Truly, Madly, Deeply,Cascada
16606,TROUSJC12903CE09FB,The Camera Loves Me,Would-Be-Goods
19407,TRRDIQH128F92E8E3D,The Boys Are Back In Town,Thin Lizzy
17605,TRMFIFS128E0794760,Never Ever,Shout Out Louds
25561,TRNXLMC128F92EA56C,Almost,Bowling For Soup
1022,TRXIBTE128F933AA1A,Grace,Will Young
43615,TRQFAKV128F426BD40,Friday Night,The Darkness
31114,TRDZAXN128F4286687,Ready To Rise,Vaughan Penn
11745,TRHMMSQ128F92D73BA,Tenía tanto que darte,Nena Daconte
16046,TROLCQX128EF355497,If You Got The Money,Jamie T
24073,TRBYCMF128F4268CFB,Perfekte Welle,Juli
20187,TRYCTUR128F1492939,I Turned Into a Martian,Misfits
12625,TRHWCRC128F933DCCE,Use Me,Pepper
32692,TREGBKO128F428F98C,Gotta Be Free,Mojo Nixon
39722,TRGPEFN128F426CCE3,One More Song,Every Avenue
30474,TRDYDSX128F427A84F,New Direction,S Club Juniors
5545,TRCISTG128F92CFFCF,One Day,The Juan MacLean
31452,TRDVCQQ128F1457174,Night Owl,Gerry Rafferty
44920,TRUFNLA12903CC4953,Down to This,Soul Coughing
39018,TRGXZPB128F428FB74,Present of Future End,The Most Serene Republic
6057,TRCYSEC128F428B5E8,(Manifest),The Weakerthans
28240,TRSQVCD128F93382F9,It Just Won't Do,Tim Deluxe
19421,TRRDAJZ128F42857D0,Dosvedanya Mio Bombino,Pink Martini
27334,TRSYIHD128F148128D,Bring 'Em Out,Hawk Nelson
26804,TRNUPYQ128F92F6556,Break My Stride,Blue Lagoon
