row,tid,title,artist
36798,TRWECMU128F1459198,Dala,Ayub Ogada
1636,TRMUJKH128F4267E7E,Stand!,Sly & The Family Stone
24074,TRBYJMH128F9300CD3,People Get Ready,The Impressions
32101,TREBCJG128F933F25C,Fort Hood,Mike Doughty
26271,TRNEUEL128F931097F,Don't Be Afraid, You're Already Dead,Akron/Family
23369,TRAQLFP128F429BED6,Blister,Jimmy Eat World
25017,TRBTVZG12903CD9983,This Flight Tonight,Nazareth
13275,TRXCWGM128E078E0D1,All I Really Want (Acoustic Album Version),Alanis Morissette
15004,TROCJIQ128E0792423,After The Rain Has Fallen,Sting
38143,TRZDHUA128E078F8B2,Nobody Move,Eazy-E
31732,TREHWSB128F4293D44,Stairway To Heaven,Stanley Jordan
3811,TRPGOBX128F4293F26,We Call Them Pirates Out Here,Mark Mothersbaugh
24484,TRBFTYH128F93471E0,D.A.R.L.I.N.G.,Beach House
26913,TRSCPCL12903CDBEE1,Points Underneath,The Honorary Title
17480,TRMBVAW128F9335A10,I Want Her She Wants Me,The Zombies
8939,TRJZELV128F92F7435,Echoes,Dar Williams
37633,TRZXRKS12903CFF6D5,Pain In My Heart,The Rolling Stones
17517,TRMNLOT128F1473B10,I Ain't Marching Anymore,Phil Ochs
40131,TRGUWAA128F42868A8,Rise,American Music Club
21748,TRYUUDC12903CF6083,Lay Your Hands,Simon Webbe
27089,TRSHKHZ128F14628A1,He Don't Love You Like I Love You,Daniel Bedingfield
33364,TRLMRLF128F932A0D5,Fight the Future,Accessory
17828,TRMLXAT128F427E0CF,Alma De Diamante,Luis Alberto Spinetta
31847,TREOUMW128F932098D,I Became a Prostitute,The Twilight Sad
43450,TRQBYXA128F14A3B9C,Gårdakvarnar och skit,Håkan Hellström
21781,TRYVBUU128F42312EB,Litany (Life Goes On),Guadalcanal Diary
10180,TRIBWRB128F9322547,Dejame Entrar,Moenia
15978,TROEJHY128F428F66D,Intro,Pharoahe Monch
37078,TRWGJFQ128F421FBD6,Freedom of Speech,Immortal Technique
22226,TRAMYQN128F425C1E0,I Want You To Want Me,Lindsay Lohan
12164,TRHSIBD128F428EB14,Sway,Annuals
39731,TRGPGFB128F932A79E,Wrapped In Grey,XTC
22378,TRAYZBO128F422F00F,Living on the Outside of Your Skin,Cloud Cult
17129,TRMOQTY12903CB2258,Antibodies,Poni Hoax
4597,TRKIFZE128F9337C83,Science with Synthesizers,Solvent
10548,TRILJKL128F14AA118,A Song For You,Leon Russell
20518,TRYOQOW128E0783DB6,Be The Girl,Aslyn
19060,TRRYSAP128F42619D0,Wide Open Spaces,Dixie Chicks
38657,TRZQATV128F1485FB5,Independently Happy,Blue October
29652,TRFTYAZ128F4257C84,Do What I Do,Lady & Bird
12416,TRHERUB128E0781C00,Can't Be Sure,The Sundays
44608,TRUMPHS128F1485FB2,Sound Of Pulling Heaven Down,Blue October
14193,TRXDXSY128F42BC817,All My Tears,Jars Of Clay
17496,TRMNMEE128F92CB358,Arc-Lamps, Signal Flares, A Shower Of White (T...,Thursday
5721,TRCXDKT128F93145BF,Building Peaks,Tristeza
5868,TRCMBJR12903CD72DF,Pyramid Vision,Eternal Tapestry
42866,TRKURDE128F9309725,Freeze Time,311
994,TRHVFBJ128F92E6CB3,Milk White Air,J. Tillman
10782,TRIZYED128F14534E7,Bedroom Talk,The Starting Line
713,TRIGSNN128F42719F8,Be It,iiO
10712,TRIWBOA128F4283300,Oxford Suite Part 1,Ed Alleyne-Johnson
5620,TRCHBWG128F146B178,Go West,Liz Phair
9692,TRIXOZW128E0791901,Maybe This Time,Liza Minnelli
7343,TRCULJS128F932AEE4,Way Down Now,World Party
7270,TRCQGSZ128F4258CCB,I Feel Love,Hott 22
10117,TRIAVTH128F426FFC5,Would You Lay With Me (In A Field Of Stone),Tanya Tucker
31582,TREJRCT128F9313D71,Cemetery Row,The Minus 5
24577,TRBECBM128F426AA34,She's All I Ever Had,Ricky Martin
